,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20,Spectrum_21,Spectrum_22,Spectrum_23,Spectrum_24
Continuum_1,1.647,2.213,3.022,5.249,6.897,7.558,12.242,9.931,8.980,10.337,11.830,14.252,15.782,12.236,9.729,7.817,6.306,5.197,5.654,4.491,3.519,3.112,3.526,2.370,0.013,0.015,0.022,0.047,0.073,0.080,0.150,0.125,0.080,0.097,0.128,0.163,0.219,0.145,0.100,0.075,0.054,0.040,0.036,0.034,0.027,0.024,0.024,0.017,0.008,0.007,0.007,0.009,0.011,0.011,0.012,0.013,0.009,0.009,0.011,0.011,0.014,0.012,0.010,0.010,0.009,0.008,0.006,0.008,0.008,0.008,0.007,0.007
Continuum_2,2.779,2.951,4.124,6.663,8.374,10.233,13.546,11.001,10.585,11.450,14.086,16.026,16.986,13.708,12.870,10.443,8.091,6.297,6.391,5.892,4.877,3.905,4.488,2.987,0.015,0.017,0.022,0.039,0.058,0.069,0.124,0.095,0.076,0.092,0.120,0.151,0.202,0.130,0.096,0.071,0.053,0.040,0.036,0.034,0.029,0.026,0.022,0.017,0.005,0.006,0.005,0.006,0.007,0.007,0.009,0.009,0.007,0.008,0.008,0.009,0.012,0.009,0.007,0.007,0.007,0.006,0.006,0.006,0.006,0.007,0.005,0.006
Continuum_3,2.886,3.021,3.747,5.515,8.192,8.975,12.852,11.939,10.901,13.263,15.359,17.415,18.543,16.464,13.990,10.698,8.655,6.673,6.661,5.813,5.860,4.900,3.813,3.100,0.013,0.015,0.019,0.030,0.046,0.057,0.098,0.070,0.068,0.085,0.109,0.135,0.178,0.114,0.087,0.063,0.048,0.036,0.033,0.030,0.026,0.024,0.020,0.016,0.004,0.005,0.005,0.005,0.006,0.006,0.008,0.006,0.006,0.006,0.007,0.008,0.010,0.007,0.006,0.006,0.006,0.005,0.005,0.005,0.004,0.005,0.005,0.005
