Name,Flux,Error flux
Hgamma,0.34822297681911774,0.2355650199580078
Hbeta,0.6288833671426076,0.19730144911470202
Halpha,1.5689788886607114,0.16667366230547287
[SII]6716,1.0664554160392221,0.11956687873213571
[SII]6731,1.1165949154942636,0.1349376944604865
HeII4687,0.05580836130346408,0.07583426625767285
HeI5876,0.04069049336398607,0.062026212909896704
[OIII]5007_d,0.7658294383963729,0.07052713778451884
[OI]6300_d,0.2986642312666498,0.1260358703943432
[NII]6583_d,3.974061290910578,0.2107026055208609
