,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,11.454,12.685,11.579,16.397,8.727
Continuum_2,11.917,13.436,12.352,12.412,8.094
Continuum_3,5.902,11.001,8.965,9.952,5.134
