,SNR,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,11.454,12.685,11.579,16.397,8.727,0.222,0.195,0.252,0.656,0.291,0.019,0.015,0.022,0.040,0.033
Continuum_2,11.917,13.436,12.352,12.412,8.094,0.159,0.163,0.178,0.417,0.141,0.013,0.012,0.014,0.034,0.017
Continuum_3,5.902,11.001,8.965,9.952,5.134,0.129,0.142,0.141,0.308,0.092,0.022,0.013,0.016,0.031,0.018
