,Component 1,Component 2,Component 3,Component 4
I_e,1.4321,6.9647,4.6792,1.8504
r_e,18.9409,4.4578,2.4872,14.6061
n,0.9115,1.2415,0.4060,0.7439
x_0,34.9654,48.4419,55.0000,65.0000
