,Component 1,Component 2,Component 3,Component 4
I_e,9.9998,10.0000,5.7588,2.2688
r_e,0.5711,3.9242,22.0983,1.4013
n,0.6377,1.2222,0.6295,0.1477
x_0,35.4799,48.4046,50.0000,66.2344
