,Component 1,Component 2,Component 3,Component 4
I_e error,1.4001,0.3318,6.1958,0.3092
r_e error,51.1420,5.4850,10.4292,3.7167
n error,12.1282,0.2738,8.7173,0.3884
x_0 error,0.0010,0.2339,0.6611,1.1183
