Name,Flux,Error_flux
Hgamma,5.343104919773374,0.7269509064148417
Hbeta,15.376579227497778,1.0346574808472264
Halpha,84.86752095979043,1.0538616842761068
[SII]6716,14.616291829483131,0.3603913698743421
[SII]6731,10.92044794248101,0.3084498955592277
HeII4687,0.9821798152482487,0.21954473372625488
HeI5876,1.155681991060231,0.1225034469354186
[OIII]4959,1.2842785719564807,0.3913716622587426
[OIII]5007,3.8528357158694417,0.3913716622587426
[OI]6300,1.5631116775292102,0.4416766718668387
[OI]6364,0.5210372258430701,0.4416766718668387
[NII]6548,10.41059004362638,0.8184209538848561
[NII]6583,31.23177013087914,0.8184209538848561
