,SNR,Signal,Noise
Component_1,118.406,26.379,0.223
Component_2,-1.509,-1.095,0.726
Component_3,33.884,12.363,0.365
Component_4,15.099,10.628,0.704
Component_5,81.821,17.787,0.217
Component_6,13.073,3.003,0.230
