,SNR,Signal,Noise
Component_1,129.181,12.576,0.097
Component_2,-0.048,-0.027,0.557
Component_3,102.368,11.247,0.110
Component_4,40.824,11.515,0.282
Component_5,101.383,17.003,0.168
Component_6,26.989,2.956,0.110
