,SNR,Signal,Noise
Component_1,8.680,1.486,0.171
Component_2,-1.551,-7.205,4.645
Component_3,5.541,1.625,0.293
Component_4,2.421,1.259,0.520
Component_5,4.595,1.456,0.317
Component_6,3.681,0.469,0.127
