,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.007,0.008,0.007,0.007,0.007,0.008,0.008,0.008,0.009,0.009,0.009,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.006,0.007
Continuum_2,0.005,0.005,0.005,0.005,0.005,0.006,0.005,0.006,0.007,0.006,0.006,0.006,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.005
Continuum_3,0.005,0.005,0.005,0.005,0.005,0.005,0.007,0.005,0.006,0.008,0.005,0.010,0.005,0.004,0.005,0.004,0.005,0.004,0.004,0.004
