,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,1.507,1.594,2.073,2.487,3.012,3.089,3.360,3.715,7.838,6.216,5.300,5.774,4.813,2.689,1.767,1.490,1.058,0.946,0.869,0.716
Continuum_2,2.807,2.901,2.997,4.106,4.246,4.169,4.799,4.808,9.397,7.082,7.660,6.877,5.842,3.907,2.399,2.549,1.828,1.372,1.630,1.401
Continuum_3,2.777,2.656,3.262,3.661,4.205,4.324,3.709,5.302,10.931,4.800,7.047,3.731,5.195,3.602,2.644,2.481,1.842,2.016,1.495,1.433
