,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.261,4.342,9.730,3.028,0.215,0.144,0.345,0.093,0.034,0.033,0.036,0.031
Continuum_2,9.054,8.522,18.272,6.346,0.197,0.156,0.361,0.124,0.022,0.018,0.020,0.020
Continuum_3,8.831,8.942,21.216,8.400,0.155,0.128,0.349,0.106,0.018,0.014,0.016,0.013
