,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,6.261,4.342,9.730,3.028
Continuum_2,9.054,8.522,18.272,6.346
Continuum_3,8.831,8.942,21.216,8.400
