Line,Flux,Error flux
Hgamma,0.14528754330424778,0.014853956268307971
Hbeta,0.4082093983169058,0.02499127096458005
Halpha,1.8545608469497568,0.03603624362404983
[SII]6716,0.4757704552506371,0.022731913603957817
[SII]6731,0.34648541643581177,0.010281391146487993
HeII4687,0.0,0.007846735823288606
HeI5876,0.048709083015501545,0.0037867410475877273
[OIII]5007_d,0.4047801365985043,0.02746753754438646
[OI]6300_d,0.0597875977903693,0.025358500214332023
[NII]6583_d,0.5995159969243434,0.013273662654962947
