,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,7.233,7.338,14.277,5.976,2.499
Continuum_2,3.773,4.466,13.990,2.862,1.287
Continuum_3,7.940,8.479,27.928,7.817,3.398
