Line,Flux,Error flux
Hgamma,0.36840326981915106,0.04237729027087937
Hbeta,1.140078553116551,0.09308625001596171
Halpha,6.10278207491386,0.10751313304358662
[SII]6716,1.0196300248059096,0.05158301420802125
[SII]6731,0.6965031472958038,0.04075292424151586
HeII4687,0.1069366857901591,0.05892246525020044
HeI5876,0.18464902998444155,0.02760036595049981
[OIII]5007_d,1.6496277761795362,0.07887092987739847
[OI]6300_d,0.1483817592272849,0.010388932824884836
[NII]6583_d,1.6443008149580518,0.05763055141762246
