Line,Flux,Error flux
Hgamma,0.12137918674625449,0.026830252519089205
Hbeta,0.3134279658090187,0.02731372430074832
Halpha,1.5003411917167584,0.032884083698940615
[SII]6716,0.3772620082281515,0.03240495532647952
[SII]6731,0.2465213636072131,0.019549448075806688
HeII4687,0.0,0.016205942425062122
HeI5876,0.01550721270096175,0.0050654456977854215
[OIII]5007_d,0.2004577200553219,0.025778761027045724
[OI]6300_d,0.11444861029890091,0.012211733318773284
[NII]6583_d,0.5241128582846007,0.021525882233013997
