Line,Flux,Error flux
Hgamma,0.0639740797065778,0.017945482543540624
Hbeta,0.34828338865741326,0.03228015394607075
Halpha,1.188117626215817,0.028974059180339396
[SII]6716,0.48041995416803224,0.02575227782344854
[SII]6731,0.30399140810633457,0.021308964672789893
HeII4687,0.0,0.006789779879551139
HeI5876,0.041452082229829205,0.011138387614474872
[OIII]5007_d,0.41275888338703176,0.018103075167281997
[OI]6300_d,0.09701140875161458,0.022401412782810836
[NII]6583_d,0.5275476375081132,0.02970625065584546
