,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.012,0.010,0.016,0.008,0.008
Continuum_2,0.022,0.016,0.023,0.018,0.017
Continuum_3,0.009,0.008,0.013,0.006,0.006
