,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0384,0.0455,1.8218,0.0310,0.0179
r_e error,16.5763,12.1830,117.3079,41.3019,238.3756
n error,1.1861,1.0673,19.1352,0.4348,3.4252
x_0 error,0.8037,7.5123,1.3052,0.1667,0.1850
