,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0206,0.0228,0.0381,0.0437,0.0035
r_e,9.9090,8.5727,1.7798,49.9942,49.9338
n,1.1842,0.5418,0.1034,1.6919,3.1225
x_0,12.5193,27.4562,32.3061,53.7209,85.0000
