,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0328,0.0593,2.4152,0.0236,0.0363
r_e error,3.6207,17.9050,686.2675,22.1539,17.1836
n error,0.5185,0.6503,8267.5752,0.3009,1.2245
x_0 error,0.3532,8.1664,0.5592,0.1341,0.1489
