,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.0458,0.0389,0.0020,0.0476,0.0209
r_e,5.4881,5.7432,1.0243,42.0944,11.2374
n,0.8425,0.1039,4.4741,1.6216,1.9522
x_0,12.1638,27.1665,33.6437,53.6614,84.9079
