,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.3773,0.5725,1.0076,0.4478,0.9777
r_e error,6.4231,1.9247,0.0000,20.7542,3.8511
n error,0.5335,0.5717,0.0000,0.3089,0.7462
x_0 error,0.4592,3.8783,0.0000,0.2771,0.2071
