,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.0312,0.0158,1146.0918,0.0327,0.0288
r_e error,0.4237,97.3862,14699.7188,2.0036,34.5272
n error,0.1323,0.6955,272421.7684,0.0964,0.9348
x_0 error,0.2643,0.9686,5.3975,0.1127,0.2995
