,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.3126,0.6659,0.1194,0.8139,0.5226
r_e,13.7707,5.0000,0.1906,50.0000,10.7301
n,1.2221,0.2383,1.9187,1.7063,1.5664
x_0,13.8238,30.1479,34.5813,53.9165,86.4637
