,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1198,0.9999,0.4348,1.0000,0.1154
r_e,48.7129,5.0000,4.7092,49.9999,49.8617
n,1.9837,0.2219,0.1427,1.9406,2.7621
x_0,15.4266,30.1479,37.7563,55.0675,87.0428
