,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.5021,0.6115,0.0000,0.8992,1.0000
r_e,8.5944,5.0000,2.0527,43.6759,5.0890
n,0.9882,0.3147,0.1085,1.5225,1.2379
x_0,12.9499,30.1479,35.4485,53.4924,86.0778
