,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.1872,0.0133,0.0059,0.2304,0.0198
r_e,4.0373,86.9668,0.1668,14.1274,24.4185
n,0.3328,1.8601,5.2476,1.1142,1.7330
x_0,14.3362,31.5869,36.1688,54.9928,87.6167
