,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,0.2776,0.3261,2066.5674,0.5582,0.5984
r_e error,16.6744,1.3345,540.0683,34.9901,12.4727
n error,0.6339,0.3565,25717.7850,0.4251,0.7965
x_0 error,0.4201,2.1831,11.7629,0.2069,0.1921
