Line,Flux,Error flux
Hgamma,1.6108733133759467,0.2572953734181339
Hbeta,3.0593350259348715,0.20944659753969394
Halpha,7.503815997497044,0.25115297367901324
[SII]6716,1.466941155062221,0.08410612111209813
[SII]6731,1.1468952153664638,0.09406908617056592
HeII4687,0.0009725215636718576,0.013827318349759069
HeI5876,0.2650193510365972,0.03599719505875558
[OIII]5007_d,3.1494149307932076,0.19465877046407004
[OI]6300_d,0.4362933544205595,0.03442034392889665
[NII]6583_d,3.376621250574434,0.1784145813265981
