Line,Flux,Error flux
Hgamma,0.06730431424165056,0.010385699888746299
Hbeta,0.10615870440212799,0.008939077433450687
Halpha,0.6951338778425535,0.017271244143740115
[SII]6716,0.2112896508071488,0.01114105411002259
[SII]6731,0.13935023894182968,0.009778624146282253
HeII4687,0.0,0.0068956033196712115
HeI5876,0.042075950985056905,0.006951751435642559
[OIII]5007_d,0.19956822134804567,0.007449925995903509
[OI]6300_d,0.08476807683560988,0.011602362902221604
[NII]6583_d,0.22844744376017356,0.012790917934199305
