Line,Flux,Error flux
Hgamma,0.23613720744207253,0.02515604040386522
Hbeta,0.7324523400676598,0.04799418170136426
Halpha,3.4114873839414708,0.10217351744663322
[SII]6716,0.9223437668646897,0.019271040975772168
[SII]6731,0.6724095189715086,0.016737310152148258
HeII4687,0.022333004857731546,0.011136265344117583
HeI5876,0.09986162017867774,0.01007652763347293
[OIII]5007_d,0.44821923572281774,0.022339345935290016
[OI]6300_d,0.2588640425307978,0.01711980492625028
[NII]6583_d,2.0780405901949663,0.02308256401137169
