Line,Flux,Error flux
Hgamma,0.25738336937368606,0.04580620937441446
Hbeta,0.37912512490037487,0.02471648802052091
Halpha,0.6881561939889604,0.02580559584570059
[SII]6716,0.180949927668284,0.017774125115081335
[SII]6731,0.13944549811233656,0.011999832841052055
HeII4687,0.022457795351412325,0.00418477775648404
HeI5876,0.016920566458232082,0.007109361440768264
[OIII]5007_d,0.17961683587351673,0.018756500882518463
[OI]6300_d,0.10221275660148715,0.023102069981011587
[NII]6583_d,0.3880405794432493,0.013481581924187715
