,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.269,0.764,1.815,4.595,9.922,18.804,10.484,11.579,13.099,17.616,18.147,19.370,16.822,12.878,11.051,10.405,5.725,3.232,0.787,0.154
Continuum_2,0.670,1.146,2.135,5.363,12.449,15.727,14.398,12.471,13.441,19.248,19.321,21.733,16.522,13.521,13.902,12.135,6.535,3.344,1.156,0.474
Continuum_3,1.188,1.939,3.773,7.451,10.560,17.225,11.475,14.920,16.802,26.705,24.312,28.852,21.645,13.128,13.199,11.102,7.473,3.002,1.281,0.500
