Line,Flux,Error flux
Hgamma,1.28318376200379,0.11159004529673969
Hbeta,3.484640543836816,0.22338072815618668
Halpha,13.468852239788637,0.3760487212658306
[SII]6716,2.176859178852235,0.035825432449000265
[SII]6731,1.6154274571226985,0.04985456721515266
HeII4687,0.0077497847296564785,0.00845282518588589
HeI5876,0.30517701086791144,0.030965888625041148
[OIII]5007_d,1.0106137753968596,0.03893825421734597
[OI]6300_d,0.38572083407026553,0.01825820824823521
[NII]6583_d,6.010425054336277,0.06167842481820581
