Line,Flux,Error flux
Hgamma,0.04851677358840389,0.016955830564898466
Hbeta,0.06166207686650066,0.01175111930292084
Halpha,0.1980855417806896,0.015770213000178206
[SII]6716,0.08490389423374738,0.012600937354999486
[SII]6731,0.08667853174166423,0.02182839990203604
HeII4687,0.0004913840087642669,0.00746599161818237
HeI5876,0.008720873254158228,0.006441059213884544
[OIII]5007_d,0.07340501837312921,0.012761449325548098
[OI]6300_d,0.05340479632335719,0.024129148084781827
[NII]6583_d,0.09004068209032728,0.015796569261318817
