,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5,Spectrum_6,Spectrum_7,Spectrum_8,Spectrum_9,Spectrum_10,Spectrum_11,Spectrum_12,Spectrum_13,Spectrum_14,Spectrum_15,Spectrum_16,Spectrum_17,Spectrum_18,Spectrum_19,Spectrum_20
Continuum_1,0.002,0.005,0.012,0.033,0.096,0.476,0.244,0.118,0.142,0.451,0.473,0.332,0.295,0.143,0.115,0.109,0.045,0.020,0.005,0.007
Continuum_2,0.005,0.008,0.016,0.036,0.097,0.342,0.154,0.110,0.149,0.499,0.365,0.311,0.228,0.113,0.114,0.092,0.037,0.018,0.006,0.002
Continuum_3,0.004,0.007,0.016,0.035,0.094,0.244,0.121,0.103,0.160,0.488,0.303,0.273,0.178,0.095,0.104,0.070,0.028,0.013,0.004,0.002
