Line,Flux,Error flux
Hgamma,0.1536424047913122,0.02716634497329631
Hbeta,0.3528457457046317,0.017607520548290387
Halpha,1.7841322962893769,0.028715992957147496
[SII]6716,0.47620326753495323,0.016552202285093073
[SII]6731,0.3308582843722766,0.014047014239405072
HeII4687,0.0008891930589229187,0.005359163107928934
HeI5876,0.028433405286443,0.0034354119379016276
[OIII]5007_d,0.4511048656164339,0.022676987285093705
[OI]6300_d,0.1281460939071206,0.012122514846077959
[NII]6583_d,0.640807104781245,0.016510467697395285
