,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,3.1788,1.9195,20.0000,4.6381,5.0207
r_e,48.8521,0.7041,10.5336,10.1559,21.1522
n,1.5424,2.7809,0.2636,1.7072,1.3360
x_0,19.2006,33.0990,48.4070,67.2038,80.2997
