,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,1.2713,237777.4547,1.4586,7.0378,1.5585
r_e error,16.5507,13677.9543,2.0755,5.6537,2.5657
n error,0.3472,236695.8481,0.0631,0.9147,0.1992
x_0 error,0.3469,10.9133,2.7282,0.3784,0.4941
