,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,2.3584,0.7695,13.2923,5.7159,4.9583
r_e,35.9331,0.1132,10.6168,5.9045,14.4046
n,1.5037,3.7020,0.2136,1.4120,1.1515
x_0,19.2430,33.8912,48.6308,67.4046,80.5170
