,Component 1,Component 2,Component 3,Component 4,Component 5
I_e error,5.2029,178.9388,2.8277,7.3888,2.9135
r_e error,272.3776,351.8370,234.7270,894.0297,0.7023
n error,3.0528,754.6458,0.6576,5.4954,0.1803
x_0 error,0.4502,1.1647,1.0445,0.2870,0.5058
