,Component 1,Component 2,Component 3,Component 4,Component 5
I_e,0.2230,0.0007,0.2434,1.9922,1.2107
r_e,44.3784,1.4176,16.7567,7.3947,11.0346
n,2.3859,7.2448,1.7039,2.1403,0.3666
x_0,19.5000,32.7029,47.5338,67.4752,79.7322
