,SNR,SNR,SNR,Signal,Signal,Signal,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_1,Spectrum_2,Spectrum_3
Continuum_1,14.191,1.109,13.530,1.503,0.045,0.989,0.106,0.041,0.073
Continuum_2,16.563,3.974,16.408,1.943,0.131,1.381,0.117,0.033,0.084
Continuum_3,28.413,5.344,27.349,2.172,0.113,1.636,0.076,0.021,0.060
