,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.024,0.031,0.091,0.169,0.052
Continuum_2,0.023,0.024,0.071,0.157,0.051
Continuum_3,0.019,0.019,0.054,0.139,0.047
