,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,3.377,4.949,10.254,15.231,8.478
Continuum_2,5.235,6.247,11.665,15.926,10.333
Continuum_3,2.252,4.751,10.949,17.437,11.240
