,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,22.072,17.893,16.640,26.409,23.896
Continuum_2,22.697,20.575,19.736,26.829,24.202
Continuum_3,19.934,18.963,20.689,17.616,21.205
