,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.039,0.033,0.046,0.051,0.047
Continuum_2,0.032,0.028,0.038,0.042,0.039
Continuum_3,0.032,0.029,0.035,0.055,0.039
