,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,67.898,0.357,0.128,0.039,0.585
Green,0.000,16.985,0.000,0.000,13.819
Purple,0.000,17.494,51.281,18.095,6.579
Orange,0.000,0.000,0.000,58.587,0.000
Chocolate,32.102,65.164,48.592,23.279,79.017
