,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,65.972,0.361,0.129,0.043,0.587
Green,0.000,16.035,0.000,0.000,13.666
Purple,0.000,17.989,51.064,19.693,7.296
Orange,0.000,0.000,0.008,54.807,0.000
Chocolate,34.028,65.615,48.799,25.457,78.451
