,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,63.092,0.004,0.000,0.000,0.008
Green,0.000,32.942,0.018,0.000,30.405
Purple,0.000,1.217,52.062,26.793,0.006
Orange,0.000,0.000,2.207,34.322,0.000
Chocolate,36.908,65.837,45.713,38.885,69.580
