,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,68.632,0.832,0.253,0.143,1.412
Green,0.086,27.039,4.250,1.019,20.565
Magenta,0.001,10.324,53.202,13.618,4.472
Orange,0.000,0.000,0.000,45.168,0.000
Chocolate,31.281,61.805,42.295,40.052,73.551
