,Peak 1,Peak 2,Peak 3,Peak 4,Peak 5
Blue,76.975,0.827,0.327,0.188,1.227
Green,0.169,37.725,9.531,3.054,37.011
Purple,0.000,8.711,47.260,13.082,2.587
Orange,0.000,0.003,1.256,46.791,0.000
Chocolate,22.856,52.734,41.626,36.884,59.175
