,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.514,0.401,0.958,0.239
Continuum_2,0.508,0.428,1.037,0.327
Continuum_3,0.400,0.349,0.969,0.281
