,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,4.633,6.681,11.397,13.835
Continuum_2,6.414,9.321,14.222,16.558
Continuum_3,4.752,9.072,15.464,17.571
