,SNR,SNR,SNR,SNR,Signal,Signal,Signal,Signal,Noise,Noise,Noise,Noise
,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,4.590,3.592,6.210,2.420,0.180,0.146,0.274,0.087,0.039,0.041,0.044,0.036
Continuum_2,8.993,8.408,12.949,5.859,0.199,0.180,0.333,0.132,0.022,0.021,0.026,0.023
Continuum_3,8.684,8.028,16.957,7.359,0.163,0.152,0.311,0.111,0.019,0.019,0.018,0.015
