Name,Flux,Error_flux
Hgamma,0.12876674632297813,0.02189470720824299
Hbeta,0.2624149568453997,0.022818935451230173
Halpha,1.2677416926095262,0.023084221519086564
[SII]6716,0.3996988308044454,0.013180792121213123
[SII]6731,0.2652088649250114,0.01310333868933738
HeII4687,0.0,0.004676170457784956
HeI5876,0.06083261313153118,0.006007806683804114
[OIII]4959,0.07764387164306844,0.021912387743683127
[OIII]5007,0.2329316149292053,0.021912387743683127
[OI]6300,0.06030864296591604,0.014292765018363322
[OI]6364,0.020102880988638678,0.014292765018363322
[NII]6548,0.09911182894471256,0.014160761753992388
[NII]6583,0.2973354868341377,0.014160761753992388
