,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.149,0.127,0.646,0.119,0.037
Continuum_2,0.134,0.125,0.646,0.141,0.036
Continuum_3,0.115,0.116,0.594,0.156,0.032
