,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4
Continuum_1,0.009,0.020,0.009,0.007
Continuum_2,0.009,0.018,0.012,0.005
Continuum_3,0.009,0.013,0.007,0.004
