,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,4.179,15.965,15.014,4.836,3.468
Continuum_2,8.052,21.084,17.416,12.806,9.142
Continuum_3,10.275,34.706,22.365,12.831,7.127
