,Spectrum_1,Spectrum_2,Spectrum_3,Spectrum_4,Spectrum_5
Continuum_1,0.064,0.064,0.056,0.117,0.075
Continuum_2,0.032,0.049,0.039,0.034,0.022
Continuum_3,0.022,0.028,0.024,0.027,0.022
